Nummer;Datum;Ort;Name_voll;GND_x;Wiki_x;Absender/Empfänger;Journalnummer;Aufbewahrungsort_Kürzel;Aufbewahrungsort;Aufbewahrungsinstitution;Zusatz;Druck;Jahr;Kommentar;VON/AN;GND_y;Wiki_y;person_id;name_gnd;gender_gnd;birth_gnd;occupations_gnd;publications_gnd;degrees_gnd;coordinates_wiki;lat;long;place_id
1695;30.10.;Lenzburg;St. Seiler;-;-;Seiler;;L SA;Luzern;Staatsarchiv;;;1817;;AN;-;-;lassberg-correspondent-0342;-;-;-;-;-;-;47.38333333,8.18333333;47.38333333;8.18333333;lassberg-place-0151
1753;04.03.;Lenzburg;St. Seiler;-;-;Seiler;;L SA;Luzern;Staatsarchiv;;;1818;;AN;-;-;lassberg-correspondent-0342;-;-;-;-;-;-;47.38333333,8.18333333;47.38333333;8.18333333;lassberg-place-0151
3174;25.07.;Überlingen;Stiehle;-;-;Stiehle;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1854;;AN;-;-;lassberg-correspondent-0343;-;-;-;-;-;-;47.76666667,9.165;47.76666667;9.165;lassberg-place-0009
1647;16.10.;Frauenfeld;Thurgauischer Kleiner Rat;-;-;Thurg. Kleiner Rat;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1812;;AN;-;-;lassberg-correspondent-0344;-;-;-;-;-;-;47.55,8.9;47.55;8.9;lassberg-place-0044
1742;11.02.;Uttwil_TG;Theodor Geiger;-;-;Geiger;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1818;;AN;-;-;lassberg-correspondent-0345;-;-;-;-;-;-;-;-;;lassberg-place-0174
1214;03.04.;Meersburg;Theodor Georg von Karajan;121409406;https://de.wikipedia.org/wiki/Theodor_von_Karajan;Karajan;34;M SN;Marbach am Neckar;Schiller Nationalmuseum;;;1843;;VON;121409406;https://de.wikipedia.org/wiki/Theodor_von_Karajan;lassberg-correspondent-0346;Karajan, Theodor Georg von;male;1810;Germanist,Bibliothekar,Historiker;9;Prof.;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
3092;18.09.;Augsburg;Theodor Herberger;116728205;https://www.deutsche-biographie.de/sfz29876.html;Herberger;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1850;;AN;116728205;https://www.deutsche-biographie.de/sfz29876.html;lassberg-correspondent-0347;Herberger, Theodor;male;1811;Archivar,Historiker;7;-;48.36888889,10.89777778;48.36888889;10.89777778;lassberg-place-0025
3094;02.11.;Augsburg;Theodor Herberger;116728205;https://www.deutsche-biographie.de/sfz29876.html;Herberger;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1850;;AN;116728205;https://www.deutsche-biographie.de/sfz29876.html;lassberg-correspondent-0347;Herberger, Theodor;male;1811;Archivar,Historiker;7;-;48.36888889,10.89777778;48.36888889;10.89777778;lassberg-place-0025
266;11.02.;Eppishausen;Theodor Lüthhart;-;-;Lüthart Th./Liebenau H.;81;L SA;Luzern;Staatsarchiv;;;1818;;VON;-;-;lassberg-correspondent-0348;-;-;-;-;-;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
1716;09.01.;Zofingen;Theodor Lüthhart;-;-;Lüthart Th.;;L SA;Luzern;Staatsarchiv;;;1818;;AN;-;-;lassberg-correspondent-0348;-;-;-;-;-;-;47.28333333,7.93333333;47.28333333;7.93333333;lassberg-place-0171
1030;19.11.;Meersburg;Therese Luise von Droste-Hülshoff;117751677;-;Droste Therese;306;H AH;Havixbeck;Archiv Hülshoff;;;1838;;VON;117751677;-;lassberg-correspondent-0349;Droste-Hülshoff, Therese Luise von;female;1772;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1031;24.11.;Meersburg;Therese Luise von Droste-Hülshoff;117751677;-;Droste Therese;;H AH;Havixbeck;Archiv Hülshoff;Beischrift zum Brief eines Dritten;;1838;;VON;117751677;-;lassberg-correspondent-0349;Droste-Hülshoff, Therese Luise von;female;1772;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1047;01.04.;Meersburg;Therese Luise von Droste-Hülshoff;117751677;-;Droste Therese;88;H AH;Havixbeck;Archiv Hülshoff;;;1839;;VON;117751677;-;lassberg-correspondent-0349;Droste-Hülshoff, Therese Luise von;female;1772;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1069;10.12.;Meersburg;Therese Luise von Droste-Hülshoff;117751677;-;Droste Therese;175;H AH;Havixbeck;Archiv Hülshoff;;;1839;;VON;117751677;-;lassberg-correspondent-0349;Droste-Hülshoff, Therese Luise von;female;1772;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1362;01.04.;Meersburg;Therese Luise von Droste-Hülshoff;117751677;-;Droste Therese;66;H AH;Havixbeck;Archiv Hülshoff;;;1848;;VON;117751677;-;lassberg-correspondent-0349;Droste-Hülshoff, Therese Luise von;female;1772;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
2508;25.11.;Rüschhaus;Therese Luise von Droste-Hülshoff;117751677;-;Droste Therese;;S AR;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff;;;1834;;AN;117751677;-;lassberg-correspondent-0349;Droste-Hülshoff, Therese Luise von;female;1772;-;-;-;-;-;;lassberg-place-0027
2561;01.02.;Rüschhaus;Therese Luise von Droste-Hülshoff;117751677;-;Droste Therese;;S AR;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff;;;1837;;AN;117751677;-;lassberg-correspondent-0349;Droste-Hülshoff, Therese Luise von;female;1772;-;-;-;-;-;;lassberg-place-0027
2697;27.09.;Bonn;Therese Luise von Droste-Hülshoff;117751677;-;Droste Therese;;S AR;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff;;;1840;;AN;117751677;-;lassberg-correspondent-0349;Droste-Hülshoff, Therese Luise von;female;1772;-;-;-;50.73333333,7.1;50.73333333;7.1;lassberg-place-0112
2890;13.11.;Rüschhaus;Therese Luise von Droste-Hülshoff;117751677;-;Droste Therese;;S AR;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff;;;1845;;AN;117751677;-;lassberg-correspondent-0349;Droste-Hülshoff, Therese Luise von;female;1772;-;-;-;-;-;;lassberg-place-0027
2983;08.04.;Rüschhaus;Therese Luise von Droste-Hülshoff;117751677;-;Droste Therese;;S AR;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff;;;1848;;AN;117751677;-;lassberg-correspondent-0349;Droste-Hülshoff, Therese Luise von;female;1772;-;-;-;-;-;;lassberg-place-0027
3097;08.12.;Rüschhaus;Therese Luise von Droste-Hülshoff;117751677;-;Droste Therese;;S AR;Stapel bei Havixbeck;Archiv des Freiherrn Raitz von Frentz-Droste zu Hülshoff;;;1850;;AN;117751677;-;lassberg-correspondent-0349;Droste-Hülshoff, Therese Luise von;female;1772;-;-;-;-;-;;lassberg-place-0027
2605;11.03.;Arbon;Thomas Bornhauser;133373177;https://de.wikipedia.org/wiki/Thomas_Bornhauser;Bornhauser;;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1838;;AN;133373177;https://de.wikipedia.org/wiki/Thomas_Bornhauser;lassberg-correspondent-0350;Bornhauser, Thomas;male;1799;Politiker,Pfarrer,Theologe,Publizist,Schriftsteller;6;-;47.51666667,9.43333333;47.51666667;9.43333333;lassberg-place-0175
1507;18.05.;Meersburg;Titus Tobler;117402656;https://de.wikipedia.org/wiki/Titus_Tobler;Tobler;;N SA;Nürnberg;Staatsarchiv;;;1854;;VON;117402656;https://de.wikipedia.org/wiki/Titus_Tobler;lassberg-correspondent-0351;Tobler, Titus;male;1806;Politiker,Arzt,Forschungsreisender,Geograf;10;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1331;??;ohne_Ortsangabe;Traugott Märcker;100838995;https://de.wikipedia.org/wiki/Traugott_M%C3%A4rcker;Märcker;105;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;;1847;;VON;100838995;https://de.wikipedia.org/wiki/Traugott_M%C3%A4rcker;lassberg-correspondent-0352;Märcker, Traugott;male;1811;Redakteur,Archivar,Historiker;-;-;-;-;;lassberg-place-0003
513;30.07.;Konstanz;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;164;W SB;Winterthur;Stadtbibliothek;;;1825;;VON;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;47.66666667,9.18333333;47.66666667;9.18333333;lassberg-place-0039
518;26.09.;Eppishausen;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;196;W SB;Winterthur;Stadtbibliothek;;;1825;;VON;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
535;27.02.;Konstanz;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;;W SB;Winterthur;Stadtbibliothek;;;1826;;VON;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;47.66666667,9.18333333;47.66666667;9.18333333;lassberg-place-0039
548;26.06.;Eppishausen;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;96;W SB;Winterthur;Stadtbibliothek;;;1826;;VON;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
585;05.08.;Eppishausen;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;131;W SB;Winterthur;Stadtbibliothek;;;1827;;VON;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
586;09.08.;Eppishausen;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;134;W SB;Winterthur;Stadtbibliothek;;;1827;;VON;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
634;28.03.;Eppishausen;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;58;W SB;Winterthur;Stadtbibliothek;;;1829;;VON;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
643;16.04.;Eppishausen;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;80;W SB;Winterthur;Stadtbibliothek;;;1829;;VON;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
825;29.04.;Eppishausen;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;120;W SB;Winterthur;Stadtbibliothek;;;1832;;VON;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
2079;08.08.;Winterthur;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;;W SB;Winterthur;Stadtbibliothek;Entwurf;;1825;;AN;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;47.49888889,8.72861111;47.49888889;8.72861111;lassberg-place-0176
2080;08.08.;Winterthur;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;;W SB;Winterthur;Stadtbibliothek;;;1825;;AN;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;47.49888889,8.72861111;47.49888889;8.72861111;lassberg-place-0176
2094;03.11.;Winterthur;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;;W SB;Winterthur;Stadtbibliothek;Entwurf;;1825;;AN;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;47.49888889,8.72861111;47.49888889;8.72861111;lassberg-place-0176
2095;03.11.;Winterthur;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;;W SB;Winterthur;Stadtbibliothek;;;1825;;AN;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;47.49888889,8.72861111;47.49888889;8.72861111;lassberg-place-0176
2114;08.03.;Winterthur;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;;W SB;Winterthur;Stadtbibliothek;Entwurf;;1826;;AN;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;47.49888889,8.72861111;47.49888889;8.72861111;lassberg-place-0176
2115;9.03.;Winterthur;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;;W SB;Winterthur;Stadtbibliothek;;;1826;;AN;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;47.49888889,8.72861111;47.49888889;8.72861111;lassberg-place-0176
2130;04.08.;Winterthur;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;;W SB;Winterthur;Stadtbibliothek;;;1826;;AN;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;47.49888889,8.72861111;47.49888889;8.72861111;lassberg-place-0176
2177;18.06.;Winterthur;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1827;;AN;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;47.49888889,8.72861111;47.49888889;8.72861111;lassberg-place-0176
2421;08.05.;Winterthur;Ulrich Hegner;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;Hegner;;W SB;Winterthur;Stadtbibliothek;;;1832;;AN;116572167;https://de.wikipedia.org/wiki/Ulrich_Hegner;lassberg-correspondent-0353;Hegner, Ulrich;male;1759;Politiker,Arzt,Schriftsteller;10;-;47.49888889,8.72861111;47.49888889;8.72861111;lassberg-place-0176
138;18.03.;Donaueschingen;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1809;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.95305556,8.50333333;47.95305556;8.50333333;lassberg-place-0019
139;03.07.;Donaueschingen;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1809;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.95305556,8.50333333;47.95305556;8.50333333;lassberg-place-0019
249;05.09.;Baden_AG;Unbekannt;-;-;Unbekannt;;Z ZB;Zürich;Zentralbibliothek;;;1817;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0101
368;27.12.;Eppishausen;Unbekannt;-;-;Unbekannt;527;K BLB;Karlsruhe;Badische Landesbibliothek;;;1820;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
422;13.10.;Eppishausen;Unbekannt;-;-;Unbekannt;170;Z ZB;Zürich;Zentralbibliothek;;;1822;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
429;19.02.;Eppishausen;Unbekannt;-;-;Unbekannt;22;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1823;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
484;16.10.;Eppishausen;Unbekannt;-;-;Unbekannt;213;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1824;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
559;12.10.;Eppishausen;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;;1826;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
575;13.03.;Eppishausen;Unbekannt;-;-;Unbekannt;;K JB;Krakau;Jagiellonische Bibliothek;Fragment;;1827;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
801;08.11.;Eppishausen;Unbekannt;-;-;Unbekannt;302;B StA;Braunschweig;Stadtarchiv;;;1831;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
816;16.03.;Eppishausen;Unbekannt;-;-;Unbekannt;73;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1832;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
953;07.12.;Eppishausen;Unbekannt;-;-;Unbekannt;203;Z ZB;Zürich;Zentralbibliothek;;;1837;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
963;18.01.;Eppishausen;Unbekannt;-;-;Unbekannt;;;;;Entwurf;55,78;1838;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
1021;26.09.;Eppishausen;Unbekannt;-;-;Unbekannt;265;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1838;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
1089;20.05.;Meersburg;Unbekannt;-;-;Unbekannt;103;T UB;Tübingen;Universitätsbibliothek;;;1840;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1196;03.09.;Meersburg;Unbekannt;-;-;Unbekannt;;K JB;Krakau;Jagiellonische Bibliothek;;;1842;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1200;25.11.;Meersburg;Unbekannt;-;-;Unbekannt;237;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1842;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1208;08.02.;Meersburg;Unbekannt;-;-;Unbekannt;16;L SA;Luzern;Staatsarchiv;;;1843;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1229;29.09.;Meersburg;Unbekannt;-;-;Unbekannt;117;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;;1843;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1274;24.09.;Meersburg;Unbekannt;-;-;Unbekannt;144;F UB;Freiburg i.Br.;Universitätsbibliothek;;;1845;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1396;11.01.;Meersburg;Unbekannt;-;-;Unbekannt;8;M BSB;München;Bayerische Staatsbibliothek;;;1849;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1409;28.04.;Meersburg;Unbekannt;-;-;Unbekannt;61;K JB;Krakau;Jagiellonische Bibliothek;;;1849;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1438;09.01.;Meersburg;Unbekannt;-;-;Unbekannt;;D SLB;Dortmund;Stadt- und Landesbibliothek;;;1850;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1453;08.10.;Meersburg;Unbekannt;-;-;Unbekannt;108;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1850;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1456;07.12.;Meersburg;Unbekannt;-;-;Unbekannt;131;K JB;Krakau;Jagiellonische Bibliothek;;;1850;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1482;17.04.;Meersburg;Unbekannt;-;-;Unbekannt;;K JB;Krakau;Jagiellonische Bibliothek;;;1853;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1505;14.02.;Meersburg;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;;1854;;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
1557;-;-;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;;;;Weitere Angaben in Harris;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0013
1558;-;-;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;;;Weitere Angaben in Harris;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0013
1559;-;-;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;;;Weitere Angaben in Harris;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0013
1560;??;;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;;;Weitere Angaben in Harris;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0017
1561;??;;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;;;;Weitere Angaben in Harris;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0017
1562;??;;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;;;;Weitere Angaben in Harris;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0017
1563;??;;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;;;Weitere Angaben in Harris;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0017
1564;-;-;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;Entwurf;;;Weitere Angaben in Harris;VON;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0013
1579;16.10.;Brauneberg;Unbekannt;-;-;Unbekannt;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1798;;AN;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;49.90833333,6.98527778;49.90833333;6.98527778;lassberg-place-0177
1593;16.05.;-;Unbekannt;-;-;Unbekannt;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1803;;AN;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0013
1655;22.06.;Wittelsbach;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1813;;AN;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0178
2322;10.08.;-;Unbekannt;-;-;Unbekannt;;D FH;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;1830;;AN;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0013
2723;21.09.;Meersburg;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1841;;AN;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.7,9.26666667;47.7;9.26666667;lassberg-place-0002
2836;13.07.;Konstanz;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1844;;AN;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;47.66666667,9.18333333;47.66666667;9.18333333;lassberg-place-0039
3250;-;-;Unbekannt;-;-;Unbekannt;;D FA;Donaueschingen;Fürstlich Fürstenbergisches Archiv;;;-;Weitere Angaben in Harris;AN;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0013
3251;-;-;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;;;-;Weitere Angaben in Harris;AN;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0013
3252;-;-;Unbekannt;-;-;Unbekannt;;K BLB;Karlsruhe;Badische Landesbibliothek;;;-;Weitere Angaben in Harris;AN;-;-;lassberg-correspondent-0354;-;-;-;-;-;-;-;-;;lassberg-place-0013
1585;09.05.;Sigmaringen;Vaterländische Gesellschaft der Änte und Naturforscher Schwabens;-;-;Vaterländische Gesellschaft der Ã„rzte Schwabens;;K BLB;Karlsruhe;Badische Landesbibliothek;;;1802;;AN;-;-;lassberg-correspondent-0355;-;-;-;-;-;-;48.08666667,9.21638889;48.08666667;9.21638889;lassberg-place-0023
856;06.11.;Eppishausen;Vorsteher der Gemeinde Erlen;-;-;Erlen, Gemeinde;182;K BLB;Karlsruhe;Badische Landesbibliothek;;;1833;;VON;-;-;lassberg-correspondent-0356;-;-;-;-;-;-;48.16666667,10.51666667;48.16666667;10.51666667;lassberg-place-0005
1712;28.12.;Donaueschingen;Waldburg von Laßberg;-;-;Lassberg Waldburg;;L SA;Luzern;Staatsarchiv;;;1817;;AN;-;-;lassberg-correspondent-0357;-;-;-;-;-;-;47.95305556,8.50333333;47.95305556;8.50333333;lassberg-place-0019
