PersonName;GND;Wiki;person_id;full_name;gender;birth;occupation;degrees;publications
Unbekannt;-;-;lassberg-correspondent-0354;-;-;-;-;-;-
Vaterländische Gesellschaft der Änte und Naturforscher Schwabens;-;-;lassberg-correspondent-0355;-;CorporateBody;-;-;-;-
Vorsteher der Gemeinde Erlen;-;-;lassberg-correspondent-0356;-;male;-;-;-;-
Waldburg von Laßberg;-;-;lassberg-correspondent-0357;-;male;-;-;-;-
Wilhelm Merk;-;-;lassberg-correspondent-0366;-;male;-;-;-;-
William Bone;-;-;lassberg-correspondent-0368;-;male;-;-;-;-
Xaver Merk;-;-;lassberg-correspondent-0371;-;male;-;-;-;-
Zingg;-;-;lassberg-correspondent-0372;-;-;-;-;-;-
Allgemeine Geschichtforschende Gesellschaft der Schweiz;40064-6;https://hls-dhs-dss.ch/de/articles/038329/2012-06-06/;lassberg-correspondent-0007;Allgemeine Geschichtforschende Gesellschaft der Schweiz;CorporateBody;-;-;-;-
Artaria (Verlag);2030321-X;https://de.wikipedia.org/wiki/Artaria;lassberg-correspondent-0023;Artaria und Compagnie (Wien);CorporateBody;-;-;-;-
Forstakademie Dreißigacker;7728051-9;https://de.wikipedia.org/wiki/Forstakademie_Drei%C3%9Figacker;lassberg-correspondent-0090;Forstakademie Dreißigacker;CorporateBody;-;-;-;-
Gesellschaft für Beförderung der Geschichtskunde zu Freiburg im Breisgau;64187-X;-;lassberg-correspondent-0141;Gesellschaft für Beförderung der Geschichtskunde;CorporateBody;-;-;-;-
Historischer Verein für das Württembergische Franken;2012244-5;-;lassberg-correspondent-0163;Historischer Verein für Württembergisch Franken;CorporateBody;-;-;-;-
Hofbibliothek Donaueschingen;5050100-8;https://de.wikipedia.org/wiki/Hofbibliothek_Donaueschingen;lassberg-correspondent-0164;Fürstlich Fürstenbergische Hofbibliothek;CorporateBody;-;-;-;-
Königliche Bibliothek Berlin;37101-4;https://de.wikipedia.org/wiki/Alte_Bibliothek_(Berlin);lassberg-correspondent-0272;Königliche Bibliothek zu Berlin;CorporateBody;-;-;-;-
Malteser Ritter Orden;4168735-8;-;lassberg-correspondent-0293;Malteser;CorporateBody;-;-;-;-
Orell Füssli;16077028-2;https://de.wikipedia.org/wiki/Orell_F%C3%BCssli;lassberg-correspondent-0316;Orell Füssli Holding;CorporateBody;-;-;-;-
Schweizerische Gemeinnützige Gesellschaft;124356-1;https://de.wikipedia.org/wiki/Schweizerische_Gemeinn%C3%BCtzige_Gesellschaft;lassberg-correspondent-0337;Schweizerische Gemeinnützige Gesellschaft;CorporateBody;-;-;-;-
Societas Regia Scientiarum Gottingensis;121531-0;-;lassberg-correspondent-0340;Königliche Societät der Wissenschaften zu Göttingen;CorporateBody;-;-;-;-
Württembergischer Geschichts- und Altertumsverein;2026755-1;https://de.wikipedia.org/wiki/W%C3%BCrttembergischer_Geschichts-_und_Altertumsverein;lassberg-correspondent-0370;Württembergischer Geschichts- und Altertumsverein;CorporateBody;-;-;-;-
Maximiliane Lassberg;116004177;-;lassberg-correspondent-0304;Lassberg, Maximiliane;female;-;-;-;-
Hermann von Hoevel;116933402;-;lassberg-correspondent-0159;Hoevel, Hermann von;male;-;-;-;-
Johann Michael Gampert;1037497163;-;lassberg-correspondent-0212;Gampert, Johann Michael;male;-;Verleger;-;-
Friedrich Gutermann;1157868525;-;lassberg-correspondent-0117;Gutermann, Friedrich;notKnown;-;-;1;-
Jakob Oberndorfer;1053490984;-;lassberg-correspondent-0174;Oberndorfer, Jakob;notKnown;-;-;-;-
Johann Baptist Schlosser;121127990;-;lassberg-correspondent-0189;Schlosser, Johann Baptist;notKnown;-;-;-;-
Josef Meinrad Bannhard;1229252576;-;lassberg-correspondent-0222;Bannhard, J. M.;notKnown;-;Drucker;-;-
Joseph Anton Eitenbenz;1025802616;http://www.grimmbriefwechsel.de/service/pers/pers.html;lassberg-correspondent-0226;Eitenbenz, Joseph Anton;notKnown;-;Pfarrer,Lehrer;1;-
Joseph Pius Moosbrugger;1031971246;-;lassberg-correspondent-0235;Moosbrugger, Joseph Pius;notKnown;-;Pfarrer;-;-
Ludwig von Madroux;102520011;https://d-nb.info/gnd/102520011;lassberg-correspondent-0289;Madroux, Ludwig von;notKnown;-;-;-;-
Name_voll;GND;Wiki;person_id;name_gnd;gender_gnd;birth_gnd;occupations_gnd;publications_gnd;degrees_gnd
